,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,State,Lat,Lng,Full_Address
217,2342658,CLOSED,117 Heatherwood Drive,Apex,27502,10/9/2020,Heatherwood Townhomes,"1,291",1989,2,2,0,Attached,"$226,000.00","$233,000.00",4,Yes,0,0-.25 Acres,1.03,NC,35.73635489999999,-78.8322839,"117 Heatherwood Drive,Apex,NC,27502"
218,2203785,CLOSED,132 Old Grove Lane,Apex,27502-1789,8/6/2018,The Groves,"1,700",2005,3,2,1,Attached,"$230,000.00","$233,500.00",2,Yes,0,0-.25 Acres,1.02,NC,35.727595,-78.834547,"132 Old Grove Lane,Apex,NC,27502-1789"
219,2205894,CLOSED,100 High Ramble Lane,Apex,27539,9/13/2018,Miramonte,"1,990",2007,4,3,1,Attached,"$238,000.00","$234,000.00",7,Yes,1,0-.25 Acres,0.98,NC,35.6891586,-78.8278375,"100 High Ramble Lane,Apex,NC,27539"
220,2311226,CLOSED,1407 Waterland Drive,Apex,27502,4/29/2020,Seagroves Farm,"1,233",2007,3,2,1,Attached,"$234,900.00","$234,900.00",3,,1,0-.25 Acres,1.0,NC,35.726924,-78.8278787,"1407 Waterland Drive,Apex,NC,27502"
221,2331465,CLOSED,3038 White Cloud Circle,Apex,27502,9/10/2020,Dogwood Ridge,"1,453",1999,3,2,1,Attached,"$235,000.00","$235,000.00",4,Yes,0,0-.25 Acres,1.0,NC,35.735875,-78.8790554,"3038 White Cloud Circle,Apex,NC,27502"
222,2180553,CLOSED,331 Anterbury Drive,Apex,27502,4/25/2018,Bradley Terrace,"2,079",2008,3,3,1,Attached,"$235,000.00","$235,000.00",7,Yes,0,0-.25 Acres,1.0,NC,35.712946,-78.8579599,"331 Anterbury Drive,Apex,NC,27502"
223,2147208,CLOSED,2106 White Pond Court,Apex,27523,2/2/2018,Walden Townes,"1,648",2000,3,2,1,Attached,"$239,900.00","$235,000.00",113,Yes,0,0-.25 Acres,0.98,NC,35.7506253,-78.88093479999999,"2106 White Pond Court,Apex,NC,27523"
224,2276015,CLOSED,233 Old Grove Lane,Apex,27502-7005,10/7/2019,The Groves,"1,800",2006,2,2,2,Attached,"$240,000.00","$235,000.00",8,Yes,0,0-.25 Acres,0.98,NC,35.726829,-78.83490900000001,"233 Old Grove Lane,Apex,NC,27502-7005"
225,2261730,CLOSED,3003 White Cloud Circle,Apex,27502-4065,7/10/2019,Dogwood,"1,851",2004,3,2,1,Attached,"$240,000.00","$235,000.00",2,Yes,0,0-.25 Acres,0.98,NC,35.7351694,-78.87747449999999,"3003 White Cloud Circle,Apex,NC,27502-4065"
226,2160953,CLOSED,1114 Silky Dogwood Trail,Apex,27502,1/16/2018,Dogwood Ridge,"1,763",1999,3,2,1,Attached,"$229,900.00","$235,000.00",5,,1,0-.25 Acres,1.02,NC,35.7352604,-78.87664490000002,"1114 Silky Dogwood Trail,Apex,NC,27502"
227,2249418,CLOSED,128 Altair Circle,Apex,27502,5/17/2019,Heatherwood Townhomes,"1,567",1990,3,2,1,Attached,"$225,000.00","$235,500.00",4,Yes,0,0-.25 Acres,1.05,NC,35.7365959,-78.8339337,"128 Altair Circle,Apex,NC,27502"
228,2254387,CLOSED,117 Gallent Hedge Trail,Apex,27539,5/31/2019,Miramonte,"1,985",2006,3,3,1,Attached,"$230,000.00","$236,100.00",5,Yes,1,0-.25 Acres,1.03,NC,35.6879795,-78.82688840000002,"117 Gallent Hedge Trail,Apex,NC,27539"
229,2225058,CLOSED,102 Jamison Woods Lane,Apex,27539,4/25/2019,Jamison Park,"1,606",2006,3,2,1,Attached,"$234,900.00","$236,400.00",129,Yes,1,0-.25 Acres,1.01,NC,35.670685,-78.7629438,"102 Jamison Woods Lane,Apex,NC,27539"
230,2164663,CLOSED,1426 Salem Creek Drive,Apex,27502,10/29/2018,Salem Creek Townhomes,"1,601",2018,2,2,2,Attached,"$236,930.00","$236,930.00",0,Yes,1,0-.25 Acres,1.0,NC,35.7232411,-78.8581152,"1426 Salem Creek Drive,Apex,NC,27502"
231,2166175,CLOSED,803 Trendy Lane,Apex,27502,2/16/2018,55 James at Midtown,"1,672",2014,3,2,1,Attached,"$240,000.00","$237,000.00",5,Yes,1,0-.25 Acres,0.99,NC,35.7215412,-78.84211289999999,"803 Trendy Lane,Apex,NC,27502"
232,2108910,CLOSED,1604 Topaz Lane,Apex,27502,1/19/2018,Salem Creek Townhomes,"1,660",2017,2,2,2,Attached,"$239,990.00","$237,590.00",0,Yes,1,0-.25 Acres,0.99,NC,35.7232597,-78.85911349999999,"1604 Topaz Lane,Apex,NC,27502"
233,2280383,CLOSED,136 Sanair Court,Apex,27502,11/7/2019,Heatherwood Townhomes,"1,745",1988,3,2,1,Attached,"$230,000.00","$238,500.00",4,,0,0-.25 Acres,1.04,NC,35.7384726,-78.83120799999999,"136 Sanair Court,Apex,NC,27502"
234,2169929,CLOSED,2424 Baslow Drive,Apex,27539,2/20/2018,Pemberley,"1,725",2014,3,2,1,Attached,"$239,000.00","$239,000.00",4,Yes,1,0-.25 Acres,1.0,NC,35.6941016,-78.82902899999999,"2424 Baslow Drive,Apex,NC,27539"
235,2238802,CLOSED,3009 Silky Dogwood Trail,Apex,27502,6/14/2019,Dogwood Ridge,"1,662",1999,3,2,1,Attached,"$239,900.00","$240,000.00",49,,0,0-.25 Acres,1.0,NC,35.7349999,-78.8784806,"3009 Silky Dogwood Trail,Apex,NC,27502"
236,2294771,CLOSED,915 Straywhite Avenue,Apex,27539,3/12/2020,Miramonte,"2,027",2005,3,3,1,Attached,"$240,000.00","$240,000.00",28,,1,0-.25 Acres,1.0,NC,35.6870783,-78.8268279,"915 Straywhite Avenue,Apex,NC,27539"
237,2176446,CLOSED,801 Trendy Lane,Apex,27502,4/11/2018,55 James at Midtown,"1,651",2014,2,2,1,Attached,"$245,000.00","$240,100.00",3,Yes,1,0-.25 Acres,0.98,NC,35.7215233,-78.8421934,"801 Trendy Lane,Apex,NC,27502"
238,2267175,CLOSED,1515 Haywards Heath Lane,Apex,27502,10/4/2019,Haddon Hall,"1,868",2005,3,2,0,Attached,"$239,000.00","$241,000.00",3,Yes,1,0-.25 Acres,1.01,NC,35.7433745,-78.86969119999999,"1515 Haywards Heath Lane,Apex,NC,27502"
239,2332268,CLOSED,306 Anterbury Drive,Apex,27502,8/24/2020,Bradley Terrace,"1,668",2006,2,2,1,Attached,"$240,000.00","$241,000.00",2,Yes,1,0-.25 Acres,1.0,NC,35.7137036,-78.8583587,"306 Anterbury Drive,Apex,NC,27502"
240,2157792,CLOSED,200 Presenteer Trail,Apex,27539,3/1/2018,Miramonte,"2,148",2008,3,3,1,Attached,"$242,000.00","$242,000.00",15,,1,0-.25 Acres,1.0,NC,35.6871598,-78.826039,"200 Presenteer Trail,Apex,NC,27539"
241,2204566,CLOSED,2457 Baslow Drive,Apex,27539,8/22/2018,Pemberley,"1,718",2013,3,2,1,Attached,"$250,000.00","$242,000.00",8,Yes,1,0-.25 Acres,0.97,NC,35.6931731,-78.82856439999999,"2457 Baslow Drive,Apex,NC,27539"
242,2318755,CLOSED,150 Sanair Court,Apex,27502,7/30/2020,Heatherwood Townhomes,"1,683",1988,3,2,1,Attached,"$245,900.00","$242,000.00",42,Yes,0,0-.25 Acres,0.98,NC,35.7385344,-78.83195119999999,"150 Sanair Court,Apex,NC,27502"
243,2200550,CLOSED,349 Anterbury Drive,Apex,27502,8/29/2018,Bradley Terrace,"2,130",2010,3,3,1,Attached,"$239,555.00","$242,000.00",15,Yes,0,0-.25 Acres,1.01,NC,35.7124044,-78.8580262,"349 Anterbury Drive,Apex,NC,27502"
244,2266302,CLOSED,300 Presenteer Trail,Apex,27539,8/12/2019,Miramonte,"1,716",2014,3,2,1,Attached,"$244,900.00","$242,000.00",1,Yes,1,0-.25 Acres,0.99,NC,35.6869607,-78.8249531,"300 Presenteer Trail,Apex,NC,27539"
245,2167655,CLOSED,629 Briarcliff Street,Apex,27502,2/16/2018,55 James at Midtown,"1,722",2014,3,2,1,Attached,"$243,000.00","$243,000.00",0,Yes,1,0-.25 Acres,1.0,NC,35.7221693,-78.8416713,"629 Briarcliff Street,Apex,NC,27502"
246,2265276,CLOSED,815 Straywhite Avenue,Apex,27539,7/31/2019,Miramonte,"1,629",2005,3,2,1,Attached,"$240,000.00","$243,000.00",1,Yes,1,0-.25 Acres,1.01,NC,35.687906,-78.8256505,"815 Straywhite Avenue,Apex,NC,27539"
247,2234683,CLOSED,2449 Baslow Drive,Apex,27539-9062,3/27/2019,Pemberley,"1,710",2013,3,2,1,Attached,"$246,900.00","$243,000.00",19,Yes,1,0-.25 Acres,0.98,NC,35.6933603,-78.8285286,"2449 Baslow Drive,Apex,NC,27539-9062"
248,2262392,CLOSED,117 Gallent Hedge Trail,Apex,27539-6507,7/24/2019,Miramonte,"1,987",2006,3,3,1,Attached,"$245,000.00","$243,500.00",6,Yes,1,0-.25 Acres,0.99,NC,35.6879795,-78.82688840000002,"117 Gallent Hedge Trail,Apex,NC,27539-6507"
249,2240800,CLOSED,906 Nottinghill Walk,Apex,27502,4/10/2019,Golders Green,"1,687",1999,3,2,1,Attached,"$239,900.00","$244,000.00",3,Yes,0,0-.25 Acres,1.02,NC,35.7400084,-78.8611554,"906 Nottinghill Walk,Apex,NC,27502"
250,2179838,CLOSED,805 Trendy Lane,Apex,27502,4/23/2018,55 James at Midtown,"1,737",2014,3,2,1,Attached,"$245,000.00","$244,000.00",5,Yes,1,0-.25 Acres,1.0,NC,35.7215573,-78.8420402,"805 Trendy Lane,Apex,NC,27502"
251,2163076,CLOSED,310 Castien Cove Place,Apex,27539,3/2/2018,Woodcreek,"1,620",2017,3,2,1,Attached,"$244,043.00","$244,043.00",0,Yes,1,0-.25 Acres,1.0,NC,35.6714196,-78.8077148,"310 Castien Cove Place,Apex,NC,27539"
252,2273398,CLOSED,208 Presenteer Trail,Apex,27539,2/27/2020,Miramonte,"2,153",2008,4,3,1,Attached,"$245,000.00","$245,000.00",134,Yes,1,0-.25 Acres,1.0,NC,35.687007,-78.8257579,"208 Presenteer Trail,Apex,NC,27539"
253,2310468,CLOSED,110 Gallent Hedge Trail,Apex,27539,6/9/2020,Miramonte,"1,975",2006,4,3,1,Attached,"$245,000.00","$245,000.00",13,Yes,1,0-.25 Acres,1.0,NC,35.6881832,-78.8264739,"110 Gallent Hedge Trail,Apex,NC,27539"
254,2288589,CLOSED,116 Gallent Hedge Trail,Apex,27539,2/4/2020,Miramonte,"2,044",2006,4,3,1,Attached,"$244,900.00","$245,000.00",52,Yes,1,0-.25 Acres,1.0,NC,35.6880044,-78.82648549999999,"116 Gallent Hedge Trail,Apex,NC,27539"
255,2171494,CLOSED,2040 White Pond Court,Apex,27523,4/13/2018,Walden Townes,"1,619",2002,3,2,1,Attached,"$244,900.00","$245,000.00",12,Yes,1,0-.25 Acres,1.0,NC,35.7513532,-78.8792544,"2040 White Pond Court,Apex,NC,27523"
256,2257489,CLOSED,121 Sanair Court,Apex,27502,8/29/2019,Heatherwood Townhomes,"1,651",1986,3,2,1,Attached,"$245,000.00","$245,000.00",20,Yes,0,0-.25 Acres,1.0,NC,35.7377525,-78.8314999,"121 Sanair Court,Apex,NC,27502"
257,2201674,CLOSED,128 Old Grove Lane,Apex,27502,8/9/2018,The Groves,"1,911",2005,2,2,1,Attached,"$245,000.00","$245,000.00",7,Yes,0,0-.25 Acres,1.0,NC,35.7276529,-78.8345456,"128 Old Grove Lane,Apex,NC,27502"
258,2205939,CLOSED,408 Oak Pine Drive,Apex,27502,9/27/2018,Green at Scotts Mill,"1,898",2003,3,3,1,Attached,"$249,900.00","$245,000.00",47,,1,0-.25 Acres,0.98,NC,35.725961,-78.877561,"408 Oak Pine Drive,Apex,NC,27502"
259,2296384,CLOSED,731 Treviso Lane,Apex,27502-1236,2/14/2020,55 James at Midtown,"1,640",2014,2,2,1,Attached,"$239,900.00","$245,000.00",3,Yes,1,0-.25 Acres,1.02,NC,35.7221023,-78.8424482,"731 Treviso Lane,Apex,NC,27502-1236"
260,2307055,CLOSED,424 Heritage Village Lane,Apex,27502,5/4/2020,Green at Scotts Mill,"1,583",2001,3,2,1,Attached,"$230,000.00","$245,000.00",1,Yes,1,0-.25 Acres,1.07,NC,35.7251884,-78.8775187,"424 Heritage Village Lane,Apex,NC,27502"
261,2272299,CLOSED,2437 Baslow Drive,Apex,27539,12/30/2019,Pemberley,"1,865",2013,3,2,1,Attached,"$249,900.00","$245,000.00",93,,1,0-.25 Acres,0.98,NC,35.693721,-78.82856439999999,"2437 Baslow Drive,Apex,NC,27539"
262,2274281,CLOSED,108 Fargale Lane,Apex,27539-6530,10/7/2019,Miramonte,"1,738",2014,3,2,1,Attached,"$249,900.00","$245,000.00",22,Yes,1,0-.25 Acres,0.98,NC,35.687753,-78.8248629,"108 Fargale Lane,Apex,NC,27539-6530"
263,2273044,CLOSED,305 Anterbury Drive,Apex,27502,10/11/2019,Bradley Terrace,"2,178",2007,3,3,1,Attached,"$247,000.00","$245,000.00",15,Yes,0,0-.25 Acres,0.99,NC,35.7137425,-78.8579156,"305 Anterbury Drive,Apex,NC,27502"
264,2209824,CLOSED,703 Briarcliff Street,Apex,27502,10/22/2018,55 James at Midtown,"1,669",2014,2,2,1,Attached,"$245,000.00","$245,000.00",39,Yes,1,0-.25 Acres,1.0,NC,35.720455,-78.841556,"703 Briarcliff Street,Apex,NC,27502"
265,2341305,CLOSED,523 Village Loop Drive,Apex,27502,10/20/2020,Green at Scotts Mill,"1,470",2005,3,2,1,Attached,"$240,000.00","$245,000.00",3,Yes,0,0-.25 Acres,1.02,NC,35.7272796,-78.87547289999999,"523 Village Loop Drive,Apex,NC,27502"
266,2212376,CLOSED,121 Old Grove Lane,Apex,27502,10/4/2018,The Groves,"1,985",2005,3,2,1,Attached,"$249,900.00","$245,000.00",9,Yes,0,0-.25 Acres,0.98,NC,35.7275744,-78.8338868,"121 Old Grove Lane,Apex,NC,27502"
267,2172345,CLOSED,137 Writing Rock Place,Apex,27539,6/28/2018,Woodcreek,"1,620",2018,3,2,1,Attached,"$263,051.00","$245,189.00",0,Yes,1,0-.25 Acres,0.93,NC,35.6698994,-78.8060607,"137 Writing Rock Place,Apex,NC,27539"
268,2234913,CLOSED,226 Presenteer Trail,Apex,27539,4/11/2019,Miramonte,"2,152",2008,3,3,1,Attached,"$250,000.00","$246,000.00",4,Yes,1,0-.25 Acres,0.98,NC,35.6869726,-78.82513550000002,"226 Presenteer Trail,Apex,NC,27539"
269,2247036,CLOSED,2442 Baslow Drive,Apex,27539,7/25/2019,Pemberley,"1,709",2013,3,2,1,Attached,"$249,900.00","$246,000.00",80,Yes,1,0-.25 Acres,0.98,NC,35.6935893,-78.8290644,"2442 Baslow Drive,Apex,NC,27539"
270,2238838,CLOSED,206 High Ramble Lane,Apex,27539-6519,5/10/2019,Miramonte,"2,050",2008,3,3,1,Attached,"$249,000.00","$246,000.00",6,Yes,1,0-.25 Acres,0.99,NC,35.6885489,-78.8278691,"206 High Ramble Lane,Apex,NC,27539-6519"
271,2244148,CLOSED,224 Presenteer Trail,Apex,27539,5/17/2019,Miramonte Townes,"2,004",2009,4,3,1,Attached,"$250,000.00","$247,000.00",21,Yes,1,0-.25 Acres,0.99,NC,35.6869807,-78.82527309999999,"224 Presenteer Trail,Apex,NC,27539"
272,2226496,CLOSED,2417 Baslow Drive,Apex,27539,2/11/2019,Pemberley,"1,700",2014,3,2,1,Attached,"$247,500.00","$247,000.00",31,Yes,1,0-.25 Acres,1.0,NC,35.6941974,-78.8284759,"2417 Baslow Drive,Apex,NC,27539"
273,2206102,CLOSED,359 Anterbury Drive,Apex,27502,9/26/2018,Bradley Terrace,"2,154",2015,3,3,1,Attached,"$250,000.00","$247,000.00",8,Yes,0,0-.25 Acres,0.99,NC,35.712094,-78.858046,"359 Anterbury Drive,Apex,NC,27502"
274,2183325,CLOSED,776 Treviso Lane,Apex,27502,5/17/2018,55 James at Midtown,"1,670",2014,2,2,1,Attached,"$245,000.00","$247,000.00",6,Yes,1,0-.25 Acres,1.01,NC,35.7206501,-78.8423794,"776 Treviso Lane,Apex,NC,27502"
275,2201112,CLOSED,788 Treviso Lane,Apex,27502,8/14/2018,55 James at Midtown,"1,696",2014,2,2,1,Attached,"$245,000.00","$247,000.00",7,Yes,1,0-.25 Acres,1.01,NC,35.7202823,-78.8422655,"788 Treviso Lane,Apex,NC,27502"
276,2192270,CLOSED,2069 White Pond Court,Apex,27523-6273,7/11/2018,Walden Townes,"1,618",2003,3,2,1,Attached,"$245,900.00","$247,000.00",3,Yes,1,0-.25 Acres,1.0,NC,35.7505349,-78.8796643,"2069 White Pond Court,Apex,NC,27523-6273"
277,2189069,CLOSED,728 Wickham Ridge,Apex,27539,10/5/2018,Pemberley,"1,745",2013,4,3,0,Attached,"$246,900.00","$247,000.00",122,Yes,0,0-.25 Acres,1.0,NC,35.6949961,-78.82951059999999,"728 Wickham Ridge,Apex,NC,27539"
278,2166562,CLOSED,620 Sawcut Lane,Apex,27502,2/28/2018,Old Mill Village,"1,909",2007,4,2,1,Attached,"$239,000.00","$247,100.00",4,Yes,2,0-.25 Acres,1.03,NC,35.7316914,-78.8407206,"620 Sawcut Lane,Apex,NC,27502"
279,2166204,CLOSED,901 Arbor Valley Lane,Apex,27502,2/26/2018,Glen Arbor,"2,089",2003,3,2,1,Attached,"$254,900.00","$247,400.00",12,Yes,1,0-.25 Acres,0.97,NC,35.7349191,-78.8657551,"901 Arbor Valley Lane,Apex,NC,27502"
280,2177767,CLOSED,2028 White Pond Court,Apex,27523,4/26/2018,Walden Townes,"1,554",2002,3,2,1,Attached,"$245,000.00","$247,500.00",3,Yes,1,0-.25 Acres,1.01,NC,35.7516944,-78.8790702,"2028 White Pond Court,Apex,NC,27523"
281,2274075,CLOSED,971 Ambergate Station,Apex,27502,9/30/2019,The Villages of Apex,"1,440",2014,2,2,1,Attached,"$247,500.00","$247,500.00",3,Yes,0,0-.25 Acres,1.0,NC,35.7444884,-78.8460005,"971 Ambergate Station,Apex,NC,27502"
282,2282781,CLOSED,347 Anterbury Drive,Apex,27502-4713,11/12/2019,Bradley Terrace,"2,104",2010,3,3,1,Attached,"$250,000.00","$247,500.00",10,Yes,0,0-.25 Acres,0.99,NC,35.7124465,-78.8580262,"347 Anterbury Drive,Apex,NC,27502-4713"
283,2192785,CLOSED,756 Treviso Lane,Apex,27502,7/6/2018,55 James at Midtown,"1,670",2014,2,2,1,Attached,"$246,995.00","$247,795.00",21,Yes,1,0-.25 Acres,1.0,NC,35.7212334,-78.84255390000001,"756 Treviso Lane,Apex,NC,27502"
284,2248018,CLOSED,2444 Baslow Drive,Apex,27539,5/29/2019,Pemberley,"1,710",2014,3,2,1,Attached,"$247,900.00","$247,900.00",3,Yes,1,0-.25 Acres,1.0,NC,35.6935398,-78.8290652,"2444 Baslow Drive,Apex,NC,27539"
285,2254404,CLOSED,335 Anterbury Drive,Apex,27502,7/11/2019,Bradley Terrace,"2,113",2008,3,3,1,Attached,"$247,900.00","$247,900.00",19,Yes,0,0-.25 Acres,1.0,NC,35.7128406,-78.8579599,"335 Anterbury Drive,Apex,NC,27502"
286,2210332,CLOSED,741 Treviso Lane,Apex,27502-1236,9/19/2018,55 James at Midtown,"1,682",2013,3,2,1,Attached,"$245,000.00","$248,000.00",2,Yes,1,0-.25 Acres,1.01,NC,35.7218195,-78.8422921,"741 Treviso Lane,Apex,NC,27502-1236"
287,2174810,CLOSED,698 Wickham Ridge Road,Apex,27539,4/27/2018,Pemberley,"1,750",2014,4,3,0,Attached,"$255,000.00","$248,000.00",11,Yes,0,0-.25 Acres,0.97,NC,35.694856,-78.8284206,"698 Wickham Ridge Road,Apex,NC,27539"
288,2177788,CLOSED,207 Castien Cove Place,Apex,27539,6/22/2018,Woodcreek,"1,620",2018,3,2,1,Attached,"$248,091.00","$248,091.00",0,Yes,1,0-.25 Acres,1.0,NC,35.6705622,-78.80731759999999,"207 Castien Cove Place,Apex,NC,27539"
289,2175382,CLOSED,1011 Arbor Valley Lane,Apex,27502-3937,4/16/2018,Glen Arbor,"1,844",2002,3,2,1,Attached,"$250,000.00","$249,000.00",8,Yes,1,0-.25 Acres,1.0,NC,35.7346949,-78.86470059999999,"1011 Arbor Valley Lane,Apex,NC,27502-3937"
290,2233149,CLOSED,1067 Branch Line Lane,Apex,27502,10/30/2019,The Villages of Apex,"1,701",2019,3,2,1,Attached,"$290,175.00","$249,260.00",0,Yes,2,0-.25 Acres,0.86,NC,35.7423335,-78.84735119999999,"1067 Branch Line Lane,Apex,NC,27502"
291,2179755,CLOSED,206 Castien Cove Place,Apex,27539,10/16/2018,Woodcreek,"1,620",2018,3,2,1,Attached,"$245,292.00","$249,840.00",0,Yes,1,0-.25 Acres,1.02,NC,35.6707358,-78.8077729,"206 Castien Cove Place,Apex,NC,27539"
292,2312397,CLOSED,1521 Waterland Drive,Apex,27502,5/11/2020,Seagroves Farm,"1,420",2007,3,2,1,Attached,"$249,900.00","$249,900.00",4,Yes,1,0-.25 Acres,1.0,NC,35.7266027,-78.8268259,"1521 Waterland Drive,Apex,NC,27502"
293,2301372,CLOSED,3009 Silky Dogwood Trail,Apex,27502,3/16/2020,Dogwood Ridge,"1,675",1999,3,2,1,Attached,"$250,000.00","$250,000.00",2,Yes,0,0-.25 Acres,1.0,NC,35.7349999,-78.8784806,"3009 Silky Dogwood Trail,Apex,NC,27502"
294,2258612,CLOSED,206 Presenteer Trail,Apex,27539,7/31/2019,Miramonte Townes,"2,055",2008,4,3,1,Attached,"$250,000.00","$250,000.00",12,Yes,1,0-.25 Acres,1.0,NC,35.687042,-78.825841,"206 Presenteer Trail,Apex,NC,27539"
295,2217815,CLOSED,705 Briarcliff Street,Apex,27502-1239,12/11/2018,55 James at Midtown,"1,713",2014,3,2,1,Attached,"$252,000.00","$250,000.00",38,Yes,1,0-.25 Acres,0.99,NC,35.7203993,-78.84156010000001,"705 Briarcliff Street,Apex,NC,27502-1239"
296,2194763,CLOSED,2435 Baslow Drive,Apex,27539-9062,7/10/2018,Pemberley,"1,733",2014,3,2,1,Attached,"$249,900.00","$250,000.00",4,Yes,1,0-.25 Acres,1.0,NC,35.6937632,-78.82856439999999,"2435 Baslow Drive,Apex,NC,27539-9062"
297,2303176,CLOSED,2087 White Pond Court,Apex,27523,5/14/2020,Walden Townes,"1,638",2000,3,2,1,Attached,"$250,000.00","$250,000.00",15,Yes,0,0-.25 Acres,1.0,NC,35.75047000000001,-78.880168,"2087 White Pond Court,Apex,NC,27523"
298,2255859,CLOSED,219 Storemont Way,Apex,27539,6/24/2019,Miramonte,"2,040",2007,3,3,1,Attached,"$250,000.00","$250,000.00",4,Yes,1,0-.25 Acres,1.0,NC,35.6885153,-78.8274715,"219 Storemont Way,Apex,NC,27539"
299,2283070,CLOSED,102 Gallent Hedge Trail,Apex,27539-6506,11/8/2019,Miramonte,"2,006",2006,3,3,1,Attached,"$250,000.00","$250,000.00",1,Yes,1,0-.25 Acres,1.0,NC,35.6884361,-78.8264739,"102 Gallent Hedge Trail,Apex,NC,27539-6506"
300,2304807,CLOSED,3033 White Cloud Circle,Apex,27502,4/3/2020,Dogwood Ridge,"1,655",1999,3,2,1,Attached,"$250,000.00","$250,000.00",4,Yes,0,0-.25 Acres,1.0,NC,35.7361,-78.878709,"3033 White Cloud Circle,Apex,NC,27502"
301,2208635,CLOSED,717 Treviso Lane,Apex,27502-1236,9/12/2018,55 James at Midtown,"1,682",2013,3,2,1,Attached,"$245,000.00","$251,000.00",2,Yes,1,0-.25 Acres,1.02,NC,35.7224415,-78.842626,"717 Treviso Lane,Apex,NC,27502-1236"
302,2254077,CLOSED,1102 Silky Dogwood Trail,Apex,27502,6/14/2019,Dogwood Ridge,"1,607",1998,3,2,1,Attached,"$250,000.00","$251,000.00",4,Yes,1,0-.25 Acres,1.0,NC,35.7359845,-78.87679349999999,"1102 Silky Dogwood Trail,Apex,NC,27502"
303,2263618,CLOSED,807 Myrtle Grove Lane,Apex,27502,8/16/2019,The Groves,"1,827",2007,4,2,1,Attached,"$252,900.00","$251,500.00",19,Yes,0,0-.25 Acres,0.99,NC,35.7291217,-78.8347382,"807 Myrtle Grove Lane,Apex,NC,27502"
304,2263411,CLOSED,128 Bowerbank Lane,Apex,27539,10/21/2019,Woodcreek,"1,662",2017,3,2,1,Attached,"$253,900.00","$252,000.00",64,Yes,1,0-.25 Acres,0.99,NC,35.67090719999999,-78.805559,"128 Bowerbank Lane,Apex,NC,27539"
305,2177589,CLOSED,2452 Pecan Ridge Way,Apex,27502,4/23/2018,Bristol Walk,"1,764",2014,3,2,1,Attached,"$255,000.00","$252,000.00",5,Yes,1,0-.25 Acres,0.99,NC,35.7347204,-78.9003675,"2452 Pecan Ridge Way,Apex,NC,27502"
306,2190490,CLOSED,732 Treviso Lane,Apex,27502,6/21/2018,55 James at Midtown,"1,740",2013,3,2,1,Attached,"$252,900.00","$252,500.00",3,,1,0-.25 Acres,1.0,NC,35.7219181,-78.84286349999999,"732 Treviso Lane,Apex,NC,27502"
307,2342825,CLOSED,122 Tobacco Leaf Lane,Apex,27502,10/14/2020,Seagroves Farm,"1,424",2007,2,2,1,Attached,"$254,000.00","$252,750.00",9,,1,0-.25 Acres,1.0,NC,35.7277574,-78.8270637,"122 Tobacco Leaf Lane,Apex,NC,27502"
308,2275275,CLOSED,204 High Ramble Lane,Apex,27539,10/21/2019,Miramonte,"2,104",2007,4,3,1,Attached,"$252,999.00","$252,999.00",17,Yes,1,0-.25 Acres,1.0,NC,35.6886,-78.82783599999999,"204 High Ramble Lane,Apex,NC,27539"
309,2248418,CLOSED,2433 Baslow Drive,Apex,27539,6/5/2019,Pemberley,"1,722",2013,3,2,1,Attached,"$260,000.00","$253,000.00",16,Yes,1,0-.25 Acres,0.97,NC,35.6938148,-78.82855339999999,"2433 Baslow Drive,Apex,NC,27539"
310,2291540,CLOSED,809 Myrtle Grove Lane,Apex,27502-6237,2/14/2020,The Groves,"1,711",2010,3,3,1,Attached,"$259,000.00","$253,000.00",22,Yes,0,0-.25 Acres,0.98,NC,35.7291185,-78.83523389999999,"809 Myrtle Grove Lane,Apex,NC,27502-6237"
311,2270363,CLOSED,108 Knightsborough Way,Apex,27502,9/10/2019,Haddon Hall,"1,716",1998,3,3,0,Attached,"$249,900.00","$253,000.00",7,Yes,0,0-.25 Acres,1.01,NC,35.7417776,-78.8617199,"108 Knightsborough Way,Apex,NC,27502"
312,2293875,CLOSED,125 Old Grove Lane,Apex,27502-1790,1/27/2020,The Groves,"1,986",2006,3,2,1,Attached,"$253,000.00","$253,000.00",8,Yes,0,0-.25 Acres,1.0,NC,35.72747349999999,-78.8338625,"125 Old Grove Lane,Apex,NC,27502-1790"
313,2281318,CLOSED,203 Gallent Hedge Trail,Apex,27539-6511,11/8/2019,Miramonte,"1,953",2006,3,3,1,Attached,"$260,000.00","$253,000.00",8,,1,0-.25 Acres,0.97,NC,35.6878071,-78.8269265,"203 Gallent Hedge Trail,Apex,NC,27539-6511"
314,2221852,CLOSED,803 Myrtle Grove Lane,Apex,27502,3/4/2019,The Groves,"1,855",2007,4,2,1,Attached,"$255,000.00","$253,000.00",80,Yes,0,0-.25 Acres,0.99,NC,35.7291217,-78.8347382,"803 Myrtle Grove Lane,Apex,NC,27502"
315,2325341,CLOSED,122 Sanair Court,Apex,27502,9/24/2020,Heatherwood Townhomes,"1,609",1987,2,2,0,Attached,"$254,900.00","$253,400.00",44,Yes,0,0-.25 Acres,0.99,NC,35.7378201,-78.8309867,"122 Sanair Court,Apex,NC,27502"
